Institution,Location,Global_Region,World Rank,World Rank1,Global_Percentile(%),National Rank,Employability Rank,Research Rank,Score,Score_Normalized
Federal University of Lavras,Brazil,America,1284 Top 6%,1284,6.0,29,1357.77,1239.0,69.1,0.0858
Oakland University,USA,America,1285 Top 6%,1285,6.0,234,1447.0,1248.0,69.1,0.0858
National University of Science and Technology MISiS,Russia,Europe,1286 Top 6%,1286,6.0,24,1355.0,1243.0,69.1,0.0858
Taif University,Saudi Arabia,Asia,1287 Top 6%,1287,6.0,8,1411.42,1240.0,69.1,0.0858
Federal University of Pará,Brazil,America,1288 Top 6.1%,1288,6.1,30,1217.97,1242.0,69.1,0.0858
University of Greenwich,United Kingdom,Europe,1289 Top 6.1%,1289,6.1,71,1547.0,1258.0,69.1,0.0858
Zhejiang Chinese Medical University,China,Asia,1290 Top 6.1%,1290,6.1,231,1109.51,1244.0,69.1,0.0858
Wilfrid Laurier University,Canada,America,1291 Top 6.1%,1291,6.1,30,531.0,1272.0,69.1,0.0858
University of Las Palmas de Gran Canaria,Spain,Europe,1292 Top 6.1%,1292,6.1,42,1397.89,1245.0,69.1,0.0858
Stevens Institute of Technology,USA,America,1293 Top 6.1%,1293,6.1,235,293.0,1339.0,69.1,0.0858
Federal University of Uberlândia,Brazil,America,1294 Top 6.1%,1294,6.1,31,1191.27,1246.0,69.1,0.0858
Yokohama National University,Japan,Asia,1295 Top 6.1%,1295,6.1,55,231.0,1377.0,69.1,0.0858
University of Jordan,Jordan,Asia,1296 Top 6.1%,1296,6.1,2,1479.62,1247.0,69.1,0.0858
University of Hyderabad,India,Asia,1297 Top 6.1%,1297,6.1,31,1112.03,1249.0,69.0,0.0828
Mie University,Japan,Asia,1298 Top 6.1%,1298,6.1,56,1180.29,1252.0,69.0,0.0828
United States Military Academy,USA,America,1299 Top 6.1%,1299,6.1,236,59.0,966.5,69.0,0.0828
Beijing University of Chinese Medicine,China,Asia,1300 Top 6.1%,1300,6.1,232,1163.88,1253.0,69.0,0.0828
Warsaw University of Life Sciences,Poland,Europe,1301 Top 6.1%,1301,6.1,20,1215.73,1255.0,69.0,0.0828
ESSEC Business School,France,Europe,1302 Top 6.1%,1302,6.1,53,64.0,966.5,69.0,0.0828
New York Medical College,USA,America,1303 Top 6.1%,1303,6.1,237,1216.12,1254.0,69.0,0.0828
Yamaguchi University,Japan,Asia,1304 Top 6.1%,1304,6.1,57,1115.0,1257.0,69.0,0.0828
Brock University,Canada,America,1305 Top 6.1%,1305,6.1,31,999.8,1256.0,69.0,0.0828
Magna Graecia University of Catanzaro,Italy,Europe,1306 Top 6.1%,1306,6.1,55,1289.41,1259.0,69.0,0.0828
Santa Clara University,USA,America,1307 Top 6.1%,1307,6.1,238,106.0,1779.0,69.0,0.0828
Nara Institute of Science and Technology,Japan,Asia,1308 Top 6.1%,1308,6.1,58,1244.26,1260.0,69.0,0.0828
Kwame Nkrumah University of Science and Technology,Ghana,Africa,1309 Top 6.1%,1309,6.1,2,1421.74,1262.0,69.0,0.0828
Public University of Navarre,Spain,Europe,1310 Top 6.2%,1310,6.2,43,1227.29,1263.0,69.0,0.0828
Near East University,Northern Cyprus,Asia,1311 Top 6.2%,1311,6.2,1,1387.0,1264.0,69.0,0.0828
École nationale vétérinaire d'Alfort,France,Europe,1312 Top 6.2%,1312,6.2,54,86.0,1923.0,69.0,0.0828
Louisiana Tech University,USA,America,1313 Top 6.2%,1313,6.2,239,371.0,1333.0,69.0,0.0828
Campus Bio-Medico University,Italy,Europe,1314 Top 6.2%,1314,6.2,56,1244.78,1265.0,69.0,0.0828
Government College University Faisalabad,Pakistan,Asia,1315 Top 6.2%,1315,6.2,7,1272.72,1266.0,69.0,0.0828
Texas State University,USA,America,1316 Top 6.2%,1316,6.2,240,1600.0,1267.0,69.0,0.0828
Tokyo Medical University,Japan,Asia,1317 Top 6.2%,1317,6.2,59,1260.92,1268.0,69.0,0.0828
South-Central Minzu University,China,Asia,1318 Top 6.2%,1318,6.2,233,1549.0,1269.0,68.9,0.0799
Manhattan University,USA,America,1319 Top 6.2%,1319,6.2,241,117.0,1704.0,68.9,0.0799
Peoples' Friendship University of Russia,Russia,Europe,1320 Top 6.2%,1320,6.2,25,1017.0,1275.0,68.9,0.0799
Hunan University of Science and Technology,China,Asia,1321 Top 6.2%,1321,6.2,234,1393.77,1270.0,68.9,0.0799
Saitama Medical University,Japan,Asia,1322 Top 6.2%,1322,6.2,60,1241.93,1271.0,68.9,0.0799
Maynooth University,Ireland,Europe,1323 Top 6.2%,1323,6.2,8,1148.56,1273.0,68.9,0.0799
Xi'an University of Science and Technology,China,Asia,1324 Top 6.2%,1324,6.2,235,945.0,1280.0,68.9,0.0799
Central South University of Forestry and Technology,China,Asia,1325 Top 6.2%,1325,6.2,236,1124.3,1276.0,68.9,0.0799
North China University of Science and Technology,China,Asia,1326 Top 6.2%,1326,6.2,237,1126.85,1277.0,68.9,0.0799
Soongsil University,South Korea,Asia,1327 Top 6.2%,1327,6.2,40,1168.97,1278.0,68.9,0.0799
"Indian Institute of Science Education and Research, Kolkata",India,Asia,1328 Top 6.2%,1328,6.2,32,899.4,1279.0,68.9,0.0799
Hirosaki University,Japan,Asia,1329 Top 6.2%,1329,6.2,61,1184.0,1282.0,68.9,0.0799
National Institute for Space Research (INPE),Brazil,America,1330 Top 6.2%,1330,6.2,32,925.12,1281.0,68.9,0.0799
University of Lodz,Poland,Europe,1331 Top 6.3%,1331,6.3,21,1297.0,1285.0,68.9,0.0799
SRM Institute of Science and Technology,India,Asia,1332 Top 6.3%,1332,6.3,33,967.3,1283.0,68.9,0.0799
Kasetsart University,Thailand,Asia,1333 Top 6.3%,1333,6.3,6,1743.0,1284.0,68.9,0.0799
Albany Medical College,USA,America,1334 Top 6.3%,1334,6.3,242,1304.8,1286.0,68.9,0.0799
Fu Jen Catholic University,Taiwan,Asia,1335 Top 6.3%,1335,6.3,17,594.0,1310.0,68.9,0.0799
Rhodes University,South Africa,Africa,1336 Top 6.3%,1336,6.3,11,770.0,1300.0,68.9,0.0799
University of Neuchâtel,Switzerland,Europe,1337 Top 6.3%,1337,6.3,12,1046.48,1287.0,68.9,0.0799
LSU Health Sciences Center New Orleans,USA,America,1338 Top 6.3%,1338,6.3,243,1299.57,1288.0,68.9,0.0799
"Indian Institute of Technology (Indian School of Mines), Dhanbad",India,Asia,1339 Top 6.3%,1339,6.3,34,698.0,1301.0,68.9,0.0799
University of Foggia,Italy,Europe,1340 Top 6.3%,1340,6.3,57,1377.98,1289.0,68.8,0.0769
Tuscia University,Italy,Europe,1341 Top 6.3%,1341,6.3,58,1420.29,1290.0,68.8,0.0769
Hebei Agricultural University,China,Asia,1342 Top 6.3%,1342,6.3,238,1344.78,1291.0,68.8,0.0769
Shanghai University of Electric Power,China,Asia,1343 Top 6.3%,1343,6.3,239,1346.13,1292.0,68.8,0.0769
Henan University of Technology,China,Asia,1344 Top 6.3%,1344,6.3,240,1364.59,1293.0,68.8,0.0769
University of Silesia in Katowice,Poland,Europe,1345 Top 6.3%,1345,6.3,22,1275.01,1294.0,68.8,0.0769
Incheon National University,South Korea,Asia,1346 Top 6.3%,1346,6.3,41,1380.93,1295.0,68.8,0.0769
Kuwait University,Kuwait,Asia,1347 Top 6.3%,1347,6.3,1,1320.0,1296.0,68.8,0.0769
Austral University of Chile,Chile,America,1348 Top 6.3%,1348,6.3,6,1080.0,1298.0,68.8,0.0769
Chemnitz University of Technology,Germany,Europe,1349 Top 6.3%,1349,6.3,58,1592.0,1297.0,68.8,0.0769
École centrale de Lyon,France,Europe,1350 Top 6.3%,1350,6.3,55,481.0,1345.0,68.8,0.0769
Indian Institute of Technology (BHU) Varanasi,India,Asia,1351 Top 6.3%,1351,6.3,35,480.0,1348.0,68.8,0.0769
University of North Dakota,USA,America,1352 Top 6.3%,1352,6.3,244,833.0,1312.0,68.8,0.0769
Imam Abdulrahman Bin Faisal University,Saudi Arabia,Asia,1353 Top 6.4%,1353,6.4,9,1078.67,1299.0,68.8,0.0769
Boise State University,USA,America,1354 Top 6.4%,1354,6.4,245,1696.0,1302.0,68.8,0.0769
"National Institute of Technology, Rourkela",India,Asia,1355 Top 6.4%,1355,6.4,36,314.0,1402.0,68.8,0.0769
Beni Suef University,Egypt,Africa,1356 Top 6.4%,1356,6.4,9,1102.09,1303.0,68.8,0.0769
Mohammed First University Oujda,Morocco,Africa,1357 Top 6.4%,1357,6.4,4,1322.62,1304.0,68.8,0.0769
Atatürk University,Turkey,Asia,1358 Top 6.4%,1358,6.4,18,1519.0,1305.0,68.8,0.0769
National University of Distance Education,Spain,Europe,1359 Top 6.4%,1359,6.4,44,1509.0,1306.0,68.8,0.0769
Linnaeus University,Sweden,Europe,1360 Top 6.4%,1360,6.4,14,1042.37,1307.0,68.8,0.0769
University of León,Spain,Europe,1361 Top 6.4%,1361,6.4,45,1359.04,1308.0,68.7,0.074
Hubei University of Technology,China,Asia,1362 Top 6.4%,1362,6.4,241,1254.92,1309.0,68.7,0.074
Guizhou Medical University,China,Asia,1363 Top 6.4%,1363,6.4,242,1218.95,1311.0,68.7,0.074
Mersin University,Turkey,Asia,1364 Top 6.4%,1364,6.4,19,1097.55,1313.0,68.7,0.074
École de technologie supérieure,Canada,America,1365 Top 6.4%,1365,6.4,32,970.34,1314.0,68.7,0.074
University of Monastir,Tunisia,Africa,1366 Top 6.4%,1366,6.4,3,1300.1,1315.0,68.7,0.074
Federal University of Mato Grosso do Sul,Brazil,America,1367 Top 6.4%,1367,6.4,33,974.82,1316.0,68.7,0.074
State University of Maringá,Brazil,America,1368 Top 6.4%,1368,6.4,34,956.18,1317.0,68.7,0.074
University of Almería,Spain,Europe,1369 Top 6.4%,1369,6.4,46,1171.38,1318.0,68.7,0.074
Chung Shan Medical University,Taiwan,Asia,1370 Top 6.4%,1370,6.4,18,1121.67,1319.0,68.7,0.074
University of Yaoundé I,Cameroon,Africa,1371 Top 6.4%,1371,6.4,1,1259.56,1320.0,68.7,0.074
Transilvania University of Brașov,Romania,Europe,1372 Top 6.4%,1372,6.4,5,1285.87,1322.0,68.7,0.074
University of Camerino,Italy,Europe,1373 Top 6.4%,1373,6.4,59,1279.76,1323.0,68.7,0.074
Sichuan Normal University,China,Asia,1374 Top 6.5%,1374,6.5,243,1346.35,1324.0,68.7,0.074
Istanbul Bilgi University,Turkey,Asia,1375 Top 6.5%,1375,6.5,20,1198.05,1325.0,68.7,0.074
University of Indonesia,Indonesia,Asia,1376 Top 6.5%,1376,6.5,1,632.0,1353.0,68.7,0.074
"California State University, Fullerton",USA,America,1377 Top 6.5%,1377,6.5,246,1277.0,1326.0,68.7,0.074
Zhengzhou University of Light Industry,China,Asia,1378 Top 6.5%,1378,6.5,244,1664.0,1327.0,68.7,0.074
Liaoning University,China,Asia,1379 Top 6.5%,1379,6.5,245,1006.0,1336.0,68.7,0.074
Indian Institute of Technology Indore,India,Asia,1380 Top 6.5%,1380,6.5,37,1064.29,1328.0,68.7,0.074
Babol Noshirvani University of Technology,Iran,Asia,1381 Top 6.5%,1381,6.5,20,1205.65,1329.0,68.7,0.074
Smith College,USA,America,1382 Top 6.5%,1382,6.5,247,279.0,966.5,68.7,0.074
Guilin University of Technology,China,Asia,1383 Top 6.5%,1383,6.5,246,1356.44,1330.0,68.6,0.071
Rowan University,USA,America,1384 Top 6.5%,1384,6.5,248,1322.21,1331.0,68.6,0.071
Federal University of São João del-Rei,Brazil,America,1385 Top 6.5%,1385,6.5,35,969.43,1332.0,68.6,0.071
University of Guadalajara,Mexico,America,1386 Top 6.5%,1386,6.5,9,1033.53,1334.0,68.6,0.071
University of Alabama in Huntsville,USA,America,1387 Top 6.5%,1387,6.5,249,1195.67,1335.0,68.6,0.071
San Francisco State University,USA,America,1388 Top 6.5%,1388,6.5,250,821.0,1347.0,68.6,0.071
Showa University,Japan,Asia,1389 Top 6.5%,1389,6.5,62,766.0,1352.0,68.6,0.071
SUNY College of Environmental Science and Forestry,USA,America,1390 Top 6.5%,1390,6.5,251,368.32,1638.0,68.6,0.071
Toulouse Capitole University,France,Europe,1391 Top 6.5%,1391,6.5,56,608.6,1476.0,68.6,0.071
Southern Cross University,Australia,Oceania,1392 Top 6.5%,1392,6.5,35,955.67,1337.0,68.6,0.071
Pushchino Scientific Center for Biological Research of the Russian Academy of Sciences,Russia,Europe,1393 Top 6.5%,1393,6.5,26,1089.59,1338.0,68.6,0.071
Nanchang Hangkong University,China,Asia,1394 Top 6.5%,1394,6.5,247,1650.0,1340.0,68.6,0.071
Jeju National University,South Korea,Asia,1395 Top 6.5%,1395,6.5,42,1207.13,1341.0,68.6,0.071
University of Huddersfield,United Kingdom,Europe,1396 Top 6.6%,1396,6.6,72,1677.0,1342.0,68.6,0.071
Zhongnan University of Economics and Law,China,Asia,1397 Top 6.6%,1397,6.6,248,145.0,1696.0,68.6,0.071
University of Carthage,Tunisia,Africa,1398 Top 6.6%,1398,6.6,4,1384.93,1343.0,68.6,0.071
University of Costa Rica,Costa Rica,America,1399 Top 6.6%,1399,6.6,1,1377.81,1344.0,68.6,0.071
Harbin University of Science and Technology,China,Asia,1400 Top 6.6%,1400,6.6,249,988.71,1346.0,68.6,0.071
Lakehead University,Canada,America,1401 Top 6.6%,1401,6.6,33,683.0,1369.0,68.6,0.071
"California Polytechnic State University, San Luis Obispo",USA,America,1402 Top 6.6%,1402,6.6,252,515.0,1388.0,68.6,0.071
University of Nairobi,Kenya,Africa,1403 Top 6.6%,1403,6.6,1,1596.0,1349.0,68.6,0.071
Helwan University,Egypt,Africa,1404 Top 6.6%,1404,6.6,10,812.7,1350.0,68.6,0.071
Kurume University,Japan,Asia,1405 Top 6.6%,1405,6.6,63,1019.51,1351.0,68.5,0.068
Southwest Medical University,China,Asia,1406 Top 6.6%,1406,6.6,250,1040.3,1354.0,68.5,0.068
Osnabrück University,Germany,Europe,1407 Top 6.6%,1407,6.6,59,1019.88,1355.0,68.5,0.068
Indian Association for the Cultivation of Science,India,Asia,1408 Top 6.6%,1408,6.6,38,911.57,1356.0,68.5,0.068
Hebei Normal University,China,Asia,1409 Top 6.6%,1409,6.6,251,1093.0,1362.0,68.5,0.068
Xi'an Jiaotong-Liverpool University,China,Asia,1410 Top 6.6%,1410,6.6,252,1069.06,1357.0,68.5,0.068
University of Algarve,Portugal,Europe,1411 Top 6.6%,1411,6.6,7,1024.02,1358.0,68.5,0.068
University of Yamanashi,Japan,Asia,1412 Top 6.6%,1412,6.6,64,888.51,1414.0,68.5,0.068
Visva-Bharati University,India,Asia,1413 Top 6.6%,1413,6.6,39,1035.94,1359.0,68.5,0.068
Qingdao University of Technology,China,Asia,1414 Top 6.6%,1414,6.6,253,1104.86,1360.0,68.5,0.068
Dong-A University,South Korea,Asia,1415 Top 6.6%,1415,6.6,43,1139.0,1363.0,68.5,0.068
University of Puerto Rico at Mayagüez,USA,America,1416 Top 6.6%,1416,6.6,253,1104.86,1361.0,68.5,0.068
University of San Francisco,USA,America,1417 Top 6.7%,1417,6.7,254,93.0,966.5,68.5,0.068
Chung Yuan Christian University,Taiwan,Asia,1418 Top 6.7%,1418,6.7,19,402.0,1422.0,68.5,0.068
Wright State University,USA,America,1419 Top 6.7%,1419,6.7,255,1162.63,1364.0,68.5,0.068
Lodz University of Technology,Poland,Europe,1420 Top 6.7%,1420,6.7,23,991.71,1365.0,68.5,0.068
Anglia Ruskin University,United Kingdom,Europe,1421 Top 6.7%,1421,6.7,73,1064.94,1366.0,68.5,0.068
Akdeniz University,Turkey,Asia,1422 Top 6.7%,1422,6.7,21,977.14,1367.0,68.5,0.068
İzmir Institute of Technology,Turkey,Asia,1423 Top 6.7%,1423,6.7,22,978.01,1368.0,68.5,0.068
Tottori University,Japan,Asia,1424 Top 6.7%,1424,6.7,65,928.0,1392.0,68.5,0.068
Ningxia University,China,Asia,1425 Top 6.7%,1425,6.7,254,1190.98,1370.0,68.5,0.068
Central Michigan University,USA,America,1426 Top 6.7%,1426,6.7,256,822.0,1382.0,68.5,0.068
Suez Canal University,Egypt,Africa,1427 Top 6.7%,1427,6.7,11,760.92,1371.0,68.5,0.068
Jiangxi University of Science and Technology,China,Asia,1428 Top 6.7%,1428,6.7,255,1711.0,1372.0,68.4,0.0651
Democritus University of Thrace,Greece,Europe,1429 Top 6.7%,1429,6.7,8,969.29,1373.0,68.4,0.0651
Autonomous University of Nuevo León,Mexico,America,1430 Top 6.7%,1430,6.7,10,873.4,1374.0,68.4,0.0651
Kanazawa Institute of Technology,Japan,Asia,1431 Top 6.7%,1431,6.7,66,316.61,966.5,68.4,0.0651
"California State University, Fresno",USA,America,1432 Top 6.7%,1432,6.7,257,1409.49,1375.0,68.4,0.0651
Guangdong Medical University,China,Asia,1433 Top 6.7%,1433,6.7,256,1486.83,1376.0,68.4,0.0651
"University of the West Indies, Mona",Jamaica,America,1434 Top 6.7%,1434,6.7,1,1045.99,1378.0,68.4,0.0651
Ariel University,Israel,Asia,1435 Top 6.7%,1435,6.7,8,953.28,1379.0,68.4,0.0651
Tianjin Normal University,China,Asia,1436 Top 6.7%,1436,6.7,257,1281.65,1380.0,68.4,0.0651
"California State University, Northridge",USA,America,1437 Top 6.7%,1437,6.7,258,1166.0,1383.0,68.4,0.0651
University of Miyazaki,Japan,Asia,1438 Top 6.8%,1438,6.8,67,1061.04,1381.0,68.4,0.0651
University of La Frontera,Chile,America,1439 Top 6.8%,1439,6.8,7,1072.88,1384.0,68.4,0.0651
Saga University,Japan,Asia,1440 Top 6.8%,1440,6.8,68,1090.95,1385.0,68.4,0.0651
Fukushima Medical University,Japan,Asia,1441 Top 6.8%,1441,6.8,69,1098.44,1386.0,68.4,0.0651
Taibah University,Saudi Arabia,Asia,1442 Top 6.8%,1442,6.8,10,843.16,1387.0,68.4,0.0651
Umm Al-Qura University,Saudi Arabia,Asia,1443 Top 6.8%,1443,6.8,11,829.99,1389.0,68.4,0.0651
Royal Veterinary College,United Kingdom,Europe,1444 Top 6.8%,1444,6.8,74,1067.36,1412.0,68.4,0.0651
"University of Santiago, Chile",Chile,America,1445 Top 6.8%,1445,6.8,8,916.0,1398.0,68.4,0.0651
University of South Alabama,USA,America,1446 Top 6.8%,1446,6.8,259,1424.6,1390.0,68.4,0.0651
Oslo Metropolitan University,Norway,Europe,1447 Top 6.8%,1447,6.8,8,957.91,1391.0,68.4,0.0651
Indian Institute of Management Calcutta,India,Asia,1448 Top 6.8%,1448,6.8,40,53.0,966.5,68.4,0.0651
Shanghai University of Engineering Science,China,Asia,1449 Top 6.8%,1449,6.8,258,1652.0,1395.0,68.4,0.0651
University of the Aegean,Greece,Europe,1450 Top 6.8%,1450,6.8,9,916.44,1393.0,68.3,0.0621
West University of Timișoara,Romania,Europe,1451 Top 6.8%,1451,6.8,6,1237.05,1394.0,68.3,0.0621
Cha University,South Korea,Asia,1452 Top 6.8%,1452,6.8,44,1087.5,1396.0,68.3,0.0621
University of Bradford,United Kingdom,Europe,1453 Top 6.8%,1453,6.8,75,378.0,1473.0,68.3,0.0621
Hyogo Medical University,Japan,Asia,1454 Top 6.8%,1454,6.8,70,1084.54,1397.0,68.3,0.0621
Federal University of Technology - Paraná,Brazil,America,1455 Top 6.8%,1455,6.8,36,880.48,1399.0,68.3,0.0621
Bowdoin College,USA,America,1456 Top 6.8%,1456,6.8,260,98.0,966.5,68.3,0.0621
Cayetano Heredia Peruvian University,Peru,America,1457 Top 6.8%,1457,6.8,1,1001.51,1400.0,68.3,0.0621
Hofstra University,USA,America,1458 Top 6.8%,1458,6.8,261,637.0,1429.0,68.3,0.0621
University of Warmia and Mazury in Olsztyn,Poland,Europe,1459 Top 6.8%,1459,6.8,24,1017.2,1401.0,68.3,0.0621
University of Central Lancashire,United Kingdom,Europe,1460 Top 6.9%,1460,6.9,76,1427.0,1405.0,68.3,0.0621
Istanbul Aydın University,Turkey,Asia,1461 Top 6.9%,1461,6.9,23,1046.45,1403.0,68.3,0.0621
University of the Ryukyus,Japan,Asia,1462 Top 6.9%,1462,6.9,71,1071.08,1404.0,68.3,0.0621
Leuphana University of Lüneburg,Germany,Europe,1463 Top 6.9%,1463,6.9,60,1031.93,1406.0,68.3,0.0621
Menoufia University,Egypt,Africa,1464 Top 6.9%,1464,6.9,12,784.59,1407.0,68.3,0.0621
University of Beira Interior,Portugal,Europe,1465 Top 6.9%,1465,6.9,8,868.45,1408.0,68.3,0.0621
Dalian Polytechnic University,China,Asia,1466 Top 6.9%,1466,6.9,259,1262.0,1409.0,68.3,0.0621
Xinjiang Medical University,China,Asia,1467 Top 6.9%,1467,6.9,260,1137.95,1410.0,68.3,0.0621
Hangzhou Medical College,China,Asia,1468 Top 6.9%,1468,6.9,261,962.95,1411.0,68.3,0.0621
University of Dayton,USA,America,1469 Top 6.9%,1469,6.9,262,189.0,1729.0,68.3,0.0621
Fukuoka University,Japan,Asia,1470 Top 6.9%,1470,6.9,72,1060.3,1413.0,68.3,0.0621
Ibero-American University,Mexico,America,1471 Top 6.9%,1471,6.9,11,217.0,1612.0,68.3,0.0621
University of Latvia,Latvia,Europe,1472 Top 6.9%,1472,6.9,1,980.07,1415.0,68.3,0.0621
Poznań University of Technology,Poland,Europe,1473 Top 6.9%,1473,6.9,25,1111.74,1416.0,68.2,0.0592
Benha University,Egypt,Africa,1474 Top 6.9%,1474,6.9,13,873.74,1417.0,68.2,0.0592
University of Health Sciences,Turkey,Asia,1475 Top 6.9%,1475,6.9,24,1102.18,1418.0,68.2,0.0592
Saitama University,Japan,Asia,1476 Top 6.9%,1476,6.9,73,999.0,1433.0,68.2,0.0592
Williams College,USA,America,1477 Top 6.9%,1477,6.9,263,108.0,966.5,68.2,0.0592
Kafrelsheikh University,Egypt,Africa,1478 Top 6.9%,1478,6.9,14,890.72,1419.0,68.2,0.0592
Ilia State University,Georgia,Asia,1479 Top 6.9%,1479,6.9,2,1335.73,1420.0,68.2,0.0592
University of Peshawar,Pakistan,Asia,1480 Top 6.9%,1480,6.9,8,944.53,1421.0,68.2,0.0592
Uludağ University,Turkey,Asia,1481 Top 7%,1481,7.0,25,1136.18,1423.0,68.2,0.0592
Medical University of Lublin,Poland,Europe,1482 Top 7%,1482,7.0,26,1118.71,1424.0,68.2,0.0592
Seoul National University of Science and Technology,South Korea,Asia,1483 Top 7%,1483,7.0,45,1095.92,1425.0,68.2,0.0592
Pontifical Catholic University of Valparaíso,Chile,America,1484 Top 7%,1484,7.0,9,921.33,1426.0,68.2,0.0592
Pomeranian Medical University in Szczecin,Poland,Europe,1485 Top 7%,1485,7.0,27,1126.8,1427.0,68.2,0.0592
University of Limoges,France,Europe,1486 Top 7%,1486,7.0,57,1085.07,1428.0,68.2,0.0592
University of Missouri-St. Louis,USA,America,1487 Top 7%,1487,7.0,264,255.0,1586.0,68.2,0.0592
Western Norway University of Applied Sciences,Norway,Europe,1488 Top 7%,1488,7.0,9,927.3,1430.0,68.2,0.0592
University of International Business and Economics,China,Asia,1489 Top 7%,1489,7.0,262,375.0,1518.0,68.2,0.0592
TOBB University of Economics and Technology,Turkey,Asia,1490 Top 7%,1490,7.0,26,1145.96,1431.0,68.2,0.0592
University of Isfahan,Iran,Asia,1491 Top 7%,1491,7.0,21,1184.33,1432.0,68.2,0.0592
De Montfort University,United Kingdom,Europe,1492 Top 7%,1492,7.0,77,1402.0,1436.0,68.2,0.0592
Guangdong Pharmaceutical University,China,Asia,1493 Top 7%,1493,7.0,263,845.98,1435.0,68.2,0.0592
Karadeniz Technical University,Turkey,Asia,1494 Top 7%,1494,7.0,27,1136.0,1440.0,68.2,0.0592
Tallinn University of Technology,Estonia,Europe,1495 Top 7%,1495,7.0,2,1391.33,1437.0,68.2,0.0592
Linyi University,China,Asia,1496 Top 7%,1496,7.0,264,822.18,1438.0,68.2,0.0592
Selçuk University,Turkey,Asia,1497 Top 7%,1497,7.0,28,1445.0,1439.0,68.1,0.0562
Jilin Agricultural University,China,Asia,1498 Top 7%,1498,7.0,265,873.58,1441.0,68.1,0.0562
University of Malawi,Malawi,Africa,1499 Top 7%,1499,7.0,1,1143.55,1442.0,68.1,0.0562
Jiangxi Agricultural University,China,Asia,1500 Top 7%,1500,7.0,266,864.22,1443.0,68.1,0.0562
Chosun University,South Korea,Asia,1501 Top 7%,1501,7.0,46,1160.31,1444.0,68.1,0.0562
Tamkang University,Taiwan,Asia,1502 Top 7%,1502,7.0,20,1454.0,1445.0,68.1,0.0562
University of Kashan,Iran,Asia,1503 Top 7.1%,1503,7.1,22,1274.84,1446.0,68.1,0.0562
Army Engineering University of PLA,China,Asia,1504 Top 7.1%,1504,7.1,267,928.08,1447.0,68.1,0.0562
Bowling Green State University,USA,America,1505 Top 7.1%,1505,7.1,265,679.0,1470.0,68.1,0.0562
Pontifical Catholic University of Rio Grande do Sul,Brazil,America,1506 Top 7.1%,1506,7.1,37,930.0,1458.0,68.1,0.0562
University of Dhaka,Bangladesh,Asia,1507 Top 7.1%,1507,7.1,1,1147.99,1448.0,68.1,0.0562
